repo_id,repo_name,org_id,org_login,repo_language,repo_license,org_type
1028340,ajaxorg/ace,168515,ajaxorg,JavaScript,Other,组织用户
597879,Automattic/mongoose,887802,Automattic,JavaScript,MIT License,组织用户
2700474,alibaba/fastjson,1961952,alibaba,Java,Apache License 2.0,组织用户
218115303,vercel/swr,14985020,vercel,TypeScript,MIT License,组织用户
18280236,GitbookIO/gitbook,7111340,GitbookIO,JavaScript,Apache License 2.0,组织用户
18723836,dromara/hutool,41095225,dromara,Java,Other,组织用户
137451403,alibaba/nacos,1961952,alibaba,Java,Apache License 2.0,组织用户
180328715,pmndrs/zustand,45790596,pmndrs,TypeScript,MIT License,组织用户
21467110,explosion/spaCy,20011530,explosion,Python,MIT License,组织用户
481872,hashicorp/vagrant,761456,hashicorp,Ruby,MIT License,组织用户
45456804,jobbole/awesome-python-cn,8531823,jobbole,Makefile,Other,组织用户
479924503,The-Run-Philosophy-Organization/run,103482135,The-Run-Philosophy-Organization,JavaScript,Other,组织用户
349321229,TencentARC/GFPGAN,83739826,TencentARC,Python,Other,组织用户
7587038,alibaba/canal,1961952,alibaba,Java,Apache License 2.0,组织用户
116392709,digitalocean/nginxconfig.io,4650108,digitalocean,JavaScript,MIT License,组织用户
25315643,nylas/nylas-mail,4219865,nylas,JavaScript,MIT License,组织用户
1431547,encode/django-rest-framework,19159390,encode,Python,Other,组织用户
124257233,pmndrs/react-spring,45790596,pmndrs,TypeScript,MIT License,组织用户
13124802,influxdata/influxdb,5713248,influxdata,Go,MIT License,组织用户
105919803,facebookresearch/Detectron,16943930,facebookresearch,Python,Apache License 2.0,组织用户
45055693,balena-io/etcher,6157842,balena-io,TypeScript,Apache License 2.0,组织用户
31504491,labstack/echo,2624634,labstack,Go,MIT License,组织用户
37448451,mattermost/mattermost-server,9828093,mattermost,Go,Other,组织用户
13886476,zsh-users/zsh-autosuggestions,567410,zsh-users,Shell,MIT License,组织用户
4037197,ycm-core/YouCompleteMe,52140259,ycm-core,Python,GNU General Public License v3.0,组织用户
313419,SDWebImage/SDWebImage,33113626,SDWebImage,Objective-C,MIT License,组织用户
112785414,alibaba/spring-cloud-alibaba,1961952,alibaba,Java,Apache License 2.0,组织用户
130884470,solidjs/solid,79226042,solidjs,TypeScript,MIT License,组织用户
30215630,go-kit/kit,10981023,go-kit,Go,MIT License,组织用户
11276147,cmderdev/cmder,11646750,cmderdev,C++,MIT License,组织用户
6934395,facebook/rocksdb,69631,facebook,C++,Other,组织用户
115720575,immerjs/immer,45853199,immerjs,JavaScript,MIT License,组织用户
156084530,ehang-io/nps,59558731,ehang-io,Go,GNU General Public License v3.0,组织用户
59652928,akveo/ngx-admin,11921694,akveo,TypeScript,MIT License,组织用户
97086543,TheAlgorithms/Javascript,20487725,TheAlgorithms,JavaScript,GNU General Public License v3.0,组织用户
63484632,facebookresearch/fastText,16943930,facebookresearch,HTML,MIT License,组织用户
59239347,portainer/portainer,22225832,portainer,JavaScript,zlib License,组织用户
7240954,powerline/fonts,10100576,powerline,Shell,,组织用户
10567197,dokku/dokku,13455795,dokku,Shell,MIT License,组织用户
64355429,iview/iview,20693613,iview,Vue,Other,组织用户
4524181,facebook/folly,69631,facebook,C++,Apache License 2.0,组织用户
361044034,slidevjs/slidev,83095831,slidevjs,TypeScript,MIT License,组织用户
119160553,photoprism/photoprism,32436079,photoprism,Go,Other,组织用户
54994103,floating-ui/popper-core,58035617,floating-ui,TypeScript,MIT License,组织用户
2211243,apache/kafka,47359,apache,Java,Other,组织用户
234231371,gofiber/fiber,59947262,gofiber,Go,MIT License,组织用户
348060227,withastro/astro,44914786,withastro,TypeScript,Other,组织用户
275993885,appsmithorg/appsmith,67620218,appsmithorg,TypeScript,Apache License 2.0,组织用户
16587283,dmlc/xgboost,11508361,dmlc,C++,Apache License 2.0,组织用户
712530,fabricjs/fabric.js,24580162,fabricjs,JavaScript,Other,组织用户
70198664,airbnb/lottie-ios,698437,airbnb,Swift,Apache License 2.0,组织用户
44150497,remoteintech/remote-jobs,31714327,remoteintech,JavaScript,Creative Commons Zero v1.0 Universal,组织用户
82729529,google/python-fire,1342004,google,Python,Other,组织用户
79510167,pypa/pipenv,647025,pypa,Python,MIT License,组织用户
36804486,tqdm/tqdm,12731565,tqdm,Python,Other,组织用户
160083795,SerenityOS/serenity,50811782,SerenityOS,C++,"BSD 2-Clause ""Simplified"" License",组织用户
43723161,helm/helm,15859888,helm,Go,Apache License 2.0,组织用户
995750,VundleVim/Vundle.vim,12930284,VundleVim,Vim script,MIT License,组织用户
71932349,ray-project/ray,22125274,ray-project,Python,Apache License 2.0,组织用户
116167731,yuzu-emu/yuzu,35075882,yuzu-emu,C++,GNU General Public License v3.0,组织用户
3602123,hammerjs/hammer.js,7997161,hammerjs,JavaScript,MIT License,组织用户
49016322,angular/components,139426,angular,TypeScript,MIT License,组织用户
11620669,CodeHubApp/CodeHub,31394933,CodeHubApp,C#,,组织用户
206660580,facebookresearch/detectron2,16943930,facebookresearch,Python,Apache License 2.0,组织用户
102973646,fastai/fastai,20547620,fastai,Jupyter Notebook,Apache License 2.0,组织用户
2055965,swagger-api/swagger-ui,7658037,swagger-api,JavaScript,Apache License 2.0,组织用户
163387337,seata/seata,48813648,seata,Java,Apache License 2.0,组织用户
24579238,vuejs/vue-devtools,6128107,vuejs,Vue,MIT License,组织用户
2990192,signalapp/Signal-Android,702459,signalapp,Java,GNU General Public License v3.0,组织用户
67709808,react-native-elements/react-native-elements,49050851,react-native-elements,TypeScript,MIT License,组织用户
1357796,emscripten-core/emscripten,46011144,emscripten-core,C++,Other,组织用户
123303402,python-poetry/poetry,48722593,python-poetry,Python,MIT License,组织用户
33569135,ReactiveX/RxSwift,6407041,ReactiveX,Swift,Other,组织用户
2500088,gitlabhq/gitlabhq,1086321,gitlabhq,Ruby,Other,组织用户
6766558,Netflix/Hystrix,913567,Netflix,Java,Apache License 2.0,组织用户
4307108,nsqio/nsq,8295919,nsqio,Go,MIT License,组织用户
108110,mongodb/mongo,45120,mongodb,C++,Other,组织用户
308770,heartcombo/devise,59584037,heartcombo,Ruby,MIT License,组织用户
125596489,doczjs/docz,39714731,doczjs,TypeScript,MIT License,组织用户
20270252,feathericons/feather,29268069,feathericons,JavaScript,MIT License,组织用户
23069399,mdbootstrap/mdb-ui-kit,20553039,mdbootstrap,SCSS,Other,组织用户
35640229,rollup/rollup,12554859,rollup,JavaScript,Other,组织用户
9603240,pure-css/pure,23743443,pure-css,JavaScript,Other,组织用户
63477612,TheAlgorithms/C-Plus-Plus,20487725,TheAlgorithms,C++,MIT License,组织用户
164608222,alibaba/flutter-go,1961952,alibaba,Dart,Other,组织用户
43695474,quasarframework/quasar,23064371,quasarframework,JavaScript,MIT License,组织用户
13428264,ShareX/ShareX,5548736,ShareX,C#,GNU General Public License v3.0,组织用户
10851820,ramda/ramda,5298359,ramda,JavaScript,MIT License,组织用户
107595270,matterport/Mask_RCNN,4206481,matterport,Python,Other,组织用户
224663696,alpinejs/alpine,59030169,alpinejs,JavaScript,MIT License,组织用户
145670234,open-mmlab/mmdetection,10245193,open-mmlab,Python,Apache License 2.0,组织用户
162723104,OWASP/CheatSheetSeries,155815,OWASP,Python,Other,组织用户
65233633,vercel/pkg,14985020,vercel,JavaScript,MIT License,组织用户
38934449,reduxjs/react-redux,13142323,reduxjs,TypeScript,MIT License,组织用户
77144337,openfaas/faas,27013154,openfaas,Go,MIT License,组织用户
15315789,Wox-launcher/Wox,15628601,Wox-launcher,C#,MIT License,组织用户
90792131,android/architecture-components-samples,32689599,android,Kotlin,Apache License 2.0,组织用户
18044526,StreisandEffect/streisand,32347203,StreisandEffect,Shell,Other,组织用户
41889031,TeamNewPipe/NewPipe,22159318,TeamNewPipe,Java,Other,组织用户
74260508,docsifyjs/docsify,40133106,docsifyjs,JavaScript,MIT License,组织用户
49910095,vapor/vapor,17364220,vapor,Swift,MIT License,组织用户
1801829,emberjs/ember.js,1253363,emberjs,JavaScript,MIT License,组织用户
13926404,getredash/redash,10746780,getredash,Python,"BSD 2-Clause ""Simplified"" License",组织用户
3757512,balderdashy/sails,1445252,balderdashy,JavaScript,MIT License,组织用户
47071941,redux-saga/redux-saga,24776643,redux-saga,JavaScript,Other,组织用户
186024298,nushell/nushell,50749515,nushell,Rust,MIT License,组织用户
908607,numpy/numpy,288276,numpy,Python,"BSD 3-Clause ""New"" or ""Revised"" License",组织用户
52113921,facebook/draft-js,69631,facebook,JavaScript,Other,组织用户
35133520,MostlyAdequate/mostly-adequate-guide,14079115,MostlyAdequate,JavaScript,Other,组织用户
1420053,guzzle/guzzle,638632,guzzle,PHP,MIT License,组织用户
19620844,ovity/octotree,43424025,ovity,JavaScript,GNU Affero General Public License v3.0,组织用户
401025,github/hub,9919,github,Go,MIT License,组织用户
42455934,statelyai/xstate,61783956,statelyai,TypeScript,MIT License,组织用户
1631024,harvesthq/chosen,43635,harvesthq,HTML,Other,组织用户
70104825,dotnet-architecture/eShopOnContainers,27453006,dotnet-architecture,C#,MIT License,组织用户
285864199,zeromicro/go-zero,74225106,zeromicro,Go,MIT License,组织用户
241805592,rome/tools,85328842,rome,TypeScript,MIT License,组织用户
74660642,taichi-dev/taichi,33354891,taichi-dev,C++,MIT License,组织用户
73681508,Tencent/wepy,18461506,Tencent,JavaScript,Other,组织用户
3390243,servo/servo,2566135,servo,Rust,Mozilla Public License 2.0,组织用户
31492490,NativeScript/NativeScript,7392261,NativeScript,TypeScript,MIT License,组织用户
80149262,react-navigation/react-navigation,29647600,react-navigation,TypeScript,,组织用户
204086862,streamlit/streamlit,45109972,streamlit,TypeScript,Apache License 2.0,组织用户
11061773,eslint/eslint,6019716,eslint,JavaScript,MIT License,组织用户
131770422,neoclide/coc.nvim,23586922,neoclide,Vim script,Other,组织用户
25880891,facebook/flow,69631,facebook,OCaml,MIT License,组织用户
135516270,k3s-io/k3s,49319725,k3s-io,Go,Apache License 2.0,组织用户
5532320,Polymer/polymer,2159051,Polymer,HTML,Other,组织用户
1451352,mochajs/mocha,8770005,mochajs,JavaScript,MIT License,组织用户
8686855,usablica/intro.js,2010360,usablica,JavaScript,Other,组织用户
120425779,lapce/lapce,43668847,lapce,Rust,MIT License,组织用户
32538871,google/gson,1342004,google,Java,Apache License 2.0,组织用户
16722900,ipfs/ipfs,10536621,ipfs,,MIT License,组织用户
18840003,kriasoft/react-starter-kit,773036,kriasoft,TypeScript,MIT License,组织用户
58623321,bilibili/flv.js,12002442,bilibili,JavaScript,Apache License 2.0,组织用户
20965586,SwiftyJSON/SwiftyJSON,8858017,SwiftyJSON,Swift,MIT License,组织用户
40484398,discordjs/discord.js,26492485,discordjs,JavaScript,Apache License 2.0,组织用户
18347476,google/iosched,1342004,google,Kotlin,Other,组织用户
196284711,microsoft/cascadia-code,6154722,microsoft,Python,SIL Open Font License 1.1,组织用户
14003349,localForage/localForage,18673496,localForage,JavaScript,Apache License 2.0,组织用户
420459569,github/copilot-docs,9919,github,Python,Creative Commons Attribution 4.0 International,组织用户
307489284,remix-run/remix,64235328,remix-run,TypeScript,MIT License,组织用户
15480067,react-bootstrap/react-bootstrap,6853419,react-bootstrap,TypeScript,MIT License,组织用户
154739597,google/jax,1342004,google,Python,Other,组织用户
233472199,massgravel/Microsoft-Activation-Scripts,59795046,massgravel,Batchfile,,组织用户
63226588,marmelab/react-admin,3116319,marmelab,TypeScript,MIT License,组织用户
50565430,pnpm/pnpm,21320719,pnpm,TypeScript,MIT License,组织用户
65214191,envoyproxy/envoy,30125649,envoyproxy,C++,Apache License 2.0,组织用户
211124697,deezer/spleeter,4393583,deezer,Python,MIT License,组织用户
1234714,elixir-lang/elixir,1481354,elixir-lang,Elixir,Apache License 2.0,组织用户
11892946,RedisInsight/RedisDesktopManager,87389211,RedisInsight,C++,Other,组织用户
128237146,vuejs/vuepress,6128107,vuejs,JavaScript,MIT License,组织用户
178626720,Lightning-AI/lightning,58386951,Lightning-AI,Python,Apache License 2.0,组织用户
74697963,HeroTransitions/Hero,40681391,HeroTransitions,Swift,MIT License,组织用户
734934,pugjs/pug,9338635,pugjs,JavaScript,,组织用户
60243197,nextcloud/server,19211038,nextcloud,PHP,Other,组织用户
47039255,codex-team/editor.js,16060815,codex-team,TypeScript,Apache License 2.0,组织用户
6201092,mpv-player/mpv,2550273,mpv-player,C,Other,组织用户
27388642,homebridge/homebridge,38217527,homebridge,TypeScript,Apache License 2.0,组织用户
234798675,bevyengine/bevy,60047606,bevyengine,Rust,Other,组织用户
2246815,DesignPatternsPHP/DesignPatternsPHP,78624921,DesignPatternsPHP,PHP,MIT License,组织用户
299482335,withfig/autocomplete,68212401,withfig,TypeScript,MIT License,组织用户
45721011,apache/skywalking,47359,apache,Java,Apache License 2.0,组织用户
64700934,OpenZeppelin/openzeppelin-contracts,20820676,OpenZeppelin,JavaScript,MIT License,组织用户
301742,tornadoweb/tornado,7468980,tornadoweb,Python,Apache License 2.0,组织用户
5373551,libgdx/libgdx,509841,libgdx,Java,Other,组织用户
118970914,debauchee/barrier,35818844,debauchee,C,Other,组织用户
60027534,Awesome-Windows/Awesome,19653660,Awesome-Windows,,Creative Commons Zero v1.0 Universal,组织用户
172521926,pmndrs/react-three-fiber,45790596,pmndrs,TypeScript,MIT License,组织用户
1213225,highlightjs/highlight.js,9039821,highlightjs,JavaScript,"BSD 3-Clause ""New"" or ""Revised"" License",组织用户
12044132,bitcoinbook/bitcoinbook,5091621,bitcoinbook,Python,Other,组织用户
19374812,telegramdesktop/tdesktop,6113871,telegramdesktop,C++,Other,组织用户
184460,celery/celery,319983,celery,Python,Other,组织用户
20429943,SwiftGGTeam/the-swift-programming-language-in-chinese,13672422,SwiftGGTeam,CSS,,组织用户
8768406,postcss/autoprefixer,8296347,postcss,JavaScript,MIT License,组织用户
88717215,youzan/vant,11404085,youzan,TypeScript,MIT License,组织用户
35810174,electron-react-boilerplate/electron-react-boilerplate,28049053,electron-react-boilerplate,TypeScript,MIT License,组织用户
35658863,ColorlibHQ/gentelella,39128121,ColorlibHQ,HTML,MIT License,组织用户
965782,validatorjs/validator.js,52114810,validatorjs,JavaScript,MIT License,组织用户
24420506,v8/v8,113781,v8,C++,Other,组织用户
14812739,libuv/libuv,4030929,libuv,C,Other,组织用户
38696925,python-telegram-bot/python-telegram-bot,16178365,python-telegram-bot,Python,Other,组织用户
181807583,haizlin/fe-interview,31833528,haizlin,JavaScript,MIT License,组织用户
99433554,googlehosts/hosts,30318333,googlehosts,,Other,组织用户
60273704,mozilla/DeepSpeech,131524,mozilla,C++,Mozilla Public License 2.0,组织用户
7634677,openssl/openssl,3279138,openssl,C,Apache License 2.0,组织用户
101782647,facebookresearch/fairseq,16943930,facebookresearch,Python,MIT License,组织用户
63188650,microsoft/api-guidelines,6154722,microsoft,,Other,组织用户
26337322,rancher/rancher,9343010,rancher,Go,Apache License 2.0,组织用户
1377867,locustio/locust,2641063,locustio,Python,MIT License,组织用户
124171501,Meituan-Dianping/mpvue,20238146,Meituan-Dianping,JavaScript,MIT License,组织用户
20587599,apache/flink,47359,apache,Java,Apache License 2.0,组织用户
162783195,datawhalechina/pumpkin-book,46047812,datawhalechina,,Other,组织用户
196353673,taosdata/TDengine,48876650,taosdata,Python,GNU Affero General Public License v3.0,组织用户
34777562,ossrs/srs,12165287,ossrs,C++,Other,组织用户
128018428,alibaba/Sentinel,1961952,alibaba,Java,Apache License 2.0,组织用户
15823460,redisson/redisson,16851431,redisson,Java,Apache License 2.0,组织用户
107505869,firecracker-microvm/firecracker,44477506,firecracker-microvm,Rust,Apache License 2.0,组织用户
39122628,git-tips/tips,13345927,git-tips,JavaScript,MIT License,组织用户
43807251,tachiyomiorg/tachiyomi,53302311,tachiyomiorg,Kotlin,Apache License 2.0,组织用户
13753636,jhipster/generator-jhipster,6059488,jhipster,TypeScript,Apache License 2.0,组织用户
71487058,TanStack/table,72518640,TanStack,TypeScript,MIT License,组织用户
91629816,freqtrade/freqtrade,37536846,freqtrade,Python,GNU General Public License v3.0,组织用户
34864402,apache/mxnet,47359,apache,C++,Apache License 2.0,组织用户
20818126,google/ExoPlayer,1342004,google,Java,Apache License 2.0,组织用户
32157172,gfwlist/gfwlist,11460227,gfwlist,,GNU Lesser General Public License v2.1,组织用户
26820798,avajs/ava,8527916,avajs,JavaScript,MIT License,组织用户
157166750,lensapp/lens,62133242,lensapp,TypeScript,Other,组织用户
46622323,nefe/You-Dont-Need-jQuery,33238961,nefe,JavaScript,MIT License,组织用户
192632000,dapr/dapr,51932459,dapr,Go,MIT License,组织用户
21515044,academic/awesome-datascience,17519607,academic,,MIT License,组织用户
4279682,fish-shell/fish-shell,1828073,fish-shell,Shell,Other,组织用户
1103607,jenkinsci/jenkins,107424,jenkinsci,Java,MIT License,组织用户
236095576,backstage/backstage,72526453,backstage,TypeScript,Apache License 2.0,组织用户
73648678,forem/forem,65030610,forem,Ruby,GNU Affero General Public License v3.0,组织用户
240215314,docker/awesome-compose,5429470,docker,HTML,Creative Commons Zero v1.0 Universal,组织用户
3606624,ReactiveCocoa/ReactiveCocoa,3422977,ReactiveCocoa,Swift,Other,组织用户
32531480,js-cookie/js-cookie,11557446,js-cookie,JavaScript,MIT License,组织用户
103784142,MonitorControl/MonitorControl,66435613,MonitorControl,Swift,MIT License,组织用户
20773773,bazelbuild/bazel,11684617,bazelbuild,Java,Apache License 2.0,组织用户
45942274,enzymejs/enzyme,60945302,enzymejs,JavaScript,MIT License,组织用户
51769689,refined-github/refined-github,53074291,refined-github,TypeScript,MIT License,组织用户
50603846,parse-community/parse-server,26932219,parse-community,JavaScript,Other,组织用户
537603333,openai/whisper,14957082,openai,Jupyter Notebook,MIT License,组织用户
1206546,winstonjs/winston,9682013,winstonjs,JavaScript,MIT License,组织用户
191820100,google/mediapipe,1342004,google,C++,Apache License 2.0,组织用户
22374063,futurice/android-best-practices,852157,futurice,,Other,组织用户
29217054,go-micro/go-micro,103172883,go-micro,Go,Apache License 2.0,组织用户
538746,ruby/ruby,210414,ruby,Ruby,Other,组织用户
22394357,osquery/osquery,8315868,osquery,C++,Other,组织用户
172741073,withastro/snowpack,44914786,withastro,JavaScript,MIT License,组织用户
19994257,go-delve/delve,19232073,go-delve,Go,MIT License,组织用户
74962515,gchq/CyberChef,15800240,gchq,JavaScript,Apache License 2.0,组织用户
90902132,flameshot-org/flameshot,36951528,flameshot-org,C++,GNU General Public License v3.0,组织用户
20787122,PostgREST/postgrest,15115011,PostgREST,Haskell,MIT License,组织用户
23095954,ReactiveX/RxAndroid,6407041,ReactiveX,Java,Apache License 2.0,组织用户
57167764,xi-editor/xi-editor,43351123,xi-editor,Rust,Apache License 2.0,组织用户
23129458,aseprite/aseprite,3853896,aseprite,C++,,组织用户
48769241,penpot/penpot,30179644,penpot,Clojure,Mozilla Public License 2.0,组织用户
3623050,Homebrew/homebrew-cask,1503512,Homebrew,Ruby,"BSD 2-Clause ""Simplified"" License",组织用户
93253246,javascript-tutorial/en.javascript.info,49552305,javascript-tutorial,HTML,Other,组织用户
21484781,jumpserver/jumpserver,6006570,jumpserver,Python,GNU General Public License v3.0,组织用户
19953044,google/flatbuffers,1342004,google,C++,Apache License 2.0,组织用户
82040650,shimohq/chinese-programmer-wrong-pronunciation,13383310,shimohq,Python,,组织用户
165041732,go-kratos/kratos,62791634,go-kratos,Go,MIT License,组织用户
5830987,hapijs/joi,3774533,hapijs,JavaScript,Other,组织用户
71939872,palantir/blueprint,303157,palantir,TypeScript,Apache License 2.0,组织用户
11855195,chalk/chalk,13122722,chalk,JavaScript,MIT License,组织用户
66424871,pytorch/examples,21003710,pytorch,Python,"BSD 3-Clause ""New"" or ""Revised"" License",组织用户
77358263,SpaceVim/SpaceVim,24742154,SpaceVim,Vim script,GNU General Public License v3.0,组织用户
65848095,requarks/wiki,16729233,requarks,Vue,GNU Affero General Public License v3.0,组织用户
40345658,recharts/recharts,13690587,recharts,TypeScript,MIT License,组织用户
266231149,logseq/logseq,63385289,logseq,Clojure,GNU Affero General Public License v3.0,组织用户
65711522,PaddlePaddle/Paddle,23534030,PaddlePaddle,Python,Apache License 2.0,组织用户
18477927,segmentio/nightmare,819518,segmentio,JavaScript,,组织用户
38307428,graphql/graphql-js,12972006,graphql,TypeScript,MIT License,组织用户
